,Car_type,Fuel_type,Drive,Fuel_consumtion,vehicle_brand,Transmission,cylinder,cubic_capacity
2129,Compact Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2130,Compact Cars,Regular,Front-Wheel Drive,13.1844,Saturn,Automatic 4-spd,4.0,1.9
2131,Compact Cars,Regular,Front-Wheel Drive,12.2077777777778,Saturn,Automatic 4-spd,4.0,1.9
2132,Compact Cars,Regular,Front-Wheel Drive,11.7717857142857,Saturn,Manual 5-spd,4.0,1.9
2133,Compact Cars,Regular,Front-Wheel Drive,12.6773076923077,Saturn,Manual 5-spd,4.0,1.9
2134,Compact Cars,Regular,Front-Wheel Drive,14.3308695652174,Subaru,Automatic 4-spd,4.0,2.2
2135,Subcompact Cars,Regular,Rear-Wheel Drive,12.6773076923077,Chevrolet,Manual 5-spd,4.0,1.6
2136,Compact Cars,Regular,Front-Wheel Drive,13.73375,Subaru,Manual 5-spd,4.0,2.2
2137,Compact Cars,Regular,4-Wheel or All-Wheel Drive,14.9822727272727,Subaru,Automatic 4-spd,4.0,2.2
2138,Compact Cars,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Subaru,Manual 5-spd,4.0,2.2
2139,Compact Cars,Regular,Front-Wheel Drive,13.1844,Toyota,Automatic 3-spd,4.0,1.6
2140,Compact Cars,Regular,Front-Wheel Drive,12.2077777777778,Toyota,Manual 5-spd,4.0,1.6
2141,Compact Cars,Regular,Front-Wheel Drive,12.6773076923077,Toyota,Automatic 4-spd,4.0,1.8
2142,Compact Cars,Regular,Front-Wheel Drive,12.2077777777778,Toyota,Manual 5-spd,4.0,1.8
2143,Compact Cars,Regular,Front-Wheel Drive,14.9822727272727,Volkswagen,Automatic 4-spd,4.0,2.0
2144,Compact Cars,Regular,Front-Wheel Drive,13.73375,Volkswagen,Manual 5-spd,4.0,2.0
2145,Compact Cars,Regular,Front-Wheel Drive,17.3478947368421,Volkswagen,Manual 5-spd,6.0,2.8
2146,Subcompact Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 3-spd,4.0,2.2
2147,Compact Cars,Regular,Front-Wheel Drive,14.9822727272727,Volkswagen,Automatic 4-spd,4.0,2.0
2148,Compact Cars,Regular,Front-Wheel Drive,13.73375,Volkswagen,Manual 5-spd,4.0,2.0
2149,Compact Cars,Regular,Front-Wheel Drive,18.3116666666667,Volkswagen,Automatic 4-spd,6.0,2.8
2150,Compact Cars,Regular,Front-Wheel Drive,17.3478947368421,Volkswagen,Manual 5-spd,6.0,2.8
2151,Compact Cars,Regular,Rear-Wheel Drive,18.3116666666667,Volvo,Automatic 4-spd,6.0,2.9
2152,Midsize Cars,Premium,Rear-Wheel Drive,19.3888235294118,BMW,Automatic 5-spd,8.0,4.0
2153,Midsize Cars,Premium,Rear-Wheel Drive,19.3888235294118,BMW,Automatic 5-spd,8.0,4.0
2154,Midsize Cars,Premium,Rear-Wheel Drive,21.974,BMW,Automatic 5-spd,12.0,5.4
2155,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2156,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2157,Subcompact Cars,Premium,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 3-spd,4.0,2.2
2158,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2159,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2160,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
2161,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
2162,Midsize Cars,Premium,Front-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,4.6
2163,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Chevrolet,Automatic 4-spd,6.0,3.1
2164,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Chevrolet,Automatic 4-spd,6.0,3.1
2165,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Chevrolet,Automatic 4-spd,6.0,3.4
2166,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 4-spd,4.0,2.4
2167,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 4-spd,6.0,2.5
2168,Subcompact Cars,Regular,Front-Wheel Drive,14.3308695652174,Chrysler,Manual 5-spd,4.0,2.2
2169,Midsize Cars,Premium,Front-Wheel Drive,15.6957142857143,Nissan,Automatic 4-spd,6.0,3.0
2170,Midsize Cars,Premium,Front-Wheel Drive,15.6957142857143,Nissan,Manual 5-spd,6.0,3.0
2171,Midsize Cars,Regular,Front-Wheel Drive,14.9822727272727,Dodge,Automatic 3-spd,4.0,2.5
2172,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 3-spd,6.0,3.0
2173,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,4.0,2.4
2174,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,6.0,2.5
2175,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Ford,Automatic 4-spd,6.0,3.0
2176,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Ford,Manual 5-spd,6.0,3.0
2177,Midsize Cars,Premium,Front-Wheel Drive,17.3478947368421,Ford,Automatic 4-spd,6.0,3.2
2178,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Ford,Automatic 4-spd,6.0,3.8
2179,Subcompact Cars,Regular,Front-Wheel Drive,14.3308695652174,Chrysler,Manual 5-spd,4.0,2.2
2180,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Ford,Automatic 4-spd,6.0,3.0
2181,Midsize Cars,Premium,Rear-Wheel Drive,18.3116666666667,Ford,Automatic 4-spd,6.0,3.8
2182,Midsize Cars,Regular,Rear-Wheel Drive,17.3478947368421,Ford,Automatic 4-spd,6.0,3.8
2183,Midsize Cars,Premium,Rear-Wheel Drive,17.3478947368421,Ford,Manual 5-spd,6.0,3.8
2184,Midsize Cars,Regular,Rear-Wheel Drive,18.3116666666667,Ford,Automatic 4-spd,8.0,4.6
2185,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Hyundai,Automatic 4-spd,4.0,2.0
2186,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Hyundai,Manual 5-spd,4.0,2.0
2187,Midsize Cars,Premium,Rear-Wheel Drive,19.3888235294118,Infiniti,Automatic 4-spd,8.0,4.5
2188,Midsize Cars,Premium,Rear-Wheel Drive,20.600625,Infiniti,Automatic 4-spd,8.0,4.5
2189,Midsize Cars,Premium,Rear-Wheel Drive,18.3116666666667,Lexus,Automatic 4-spd,6.0,3.0
2190,Subcompact Cars,Premium,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 3-spd,4.0,2.2
2191,Midsize Cars,Premium,Rear-Wheel Drive,17.3478947368421,Lexus,Automatic 4-spd,8.0,4.0
2192,Midsize Cars,Regular,Rear-Wheel Drive,17.3478947368421,Mercury,Automatic 4-spd,6.0,3.8
2193,Midsize Cars,Regular,Rear-Wheel Drive,18.3116666666667,Mercury,Automatic 4-spd,8.0,4.6
2194,Midsize Cars,Premium,Rear-Wheel Drive,18.3116666666667,Lincoln,Automatic 4-spd,8.0,4.6
2195,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Mercury,Automatic 4-spd,6.0,3.0
2196,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Mercury,Automatic 4-spd,6.0,3.8
2197,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Mazda,Automatic 4-spd,4.0,2.0
2198,Midsize Cars,Regular,Front-Wheel Drive,12.6773076923077,Mazda,Manual 5-spd,4.0,2.0
2199,Midsize Cars,Premium,Front-Wheel Drive,16.4805,Mazda,Automatic 4-spd,6.0,2.5
2200,Midsize Cars,Premium,Front-Wheel Drive,16.4805,Mazda,Manual 5-spd,6.0,2.5
2201,Subcompact Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 3-spd,4.0,2.2
2202,Midsize Cars,Premium,Rear-Wheel Drive,17.3478947368421,Mazda,Automatic 4-spd,6.0,3.0
2203,Midsize Cars,Premium,Front-Wheel Drive,19.3888235294118,Oldsmobile,Automatic 4-spd,8.0,4.0
2204,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2205,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2206,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2207,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2208,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Oldsmobile,Automatic 4-spd,6.0,3.4
2209,Midsize Cars,Regular,Front-Wheel Drive,14.9822727272727,Plymouth,Automatic 3-spd,4.0,2.5
2210,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Plymouth,Automatic 3-spd,6.0,3.0
2211,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 4-spd,6.0,3.1
2212,Subcompact Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 3-spd,4.0,2.6
2213,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 4-spd,6.0,3.1
2214,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Pontiac,Automatic 4-spd,6.0,3.4
2215,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2216,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2217,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2218,Midsize Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2219,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Saab,Manual 5-spd,4.0,2.0
2220,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Saab,Automatic 4-spd,4.0,2.3
2221,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Saab,Manual 5-spd,4.0,2.3
2222,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Saab,Automatic 4-spd,6.0,2.5
2223,Two Seaters,Regular,Front-Wheel Drive,13.73375,Ford,Automatic 3-spd,4.0,1.6
2224,Subcompact Cars,Premium,Front-Wheel Drive,17.3478947368421,Dodge,Automatic 3-spd,4.0,2.2
2225,Subcompact Cars,Regular,Front-Wheel Drive,13.73375,Nissan,Automatic 3-spd,4.0,1.6
2226,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Saab,Manual 5-spd,6.0,2.5
2227,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,4.0,2.2
2228,Midsize Cars,Regular,Front-Wheel Drive,14.3308695652174,Toyota,Manual 5-spd,4.0,2.2
2229,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,6.0,3.0
2230,Midsize Cars,Regular,Front-Wheel Drive,16.4805,Volkswagen,Automatic 4-spd,4.0,2.0
2231,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volkswagen,Manual 5-spd,4.0,2.0
2232,Midsize Cars,Regular,Front-Wheel Drive,18.3116666666667,Volkswagen,Automatic 4-spd,6.0,2.8
2233,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Volkswagen,Manual 5-spd,6.0,2.8
2234,Midsize Cars,Regular,Front-Wheel Drive,17.3478947368421,Volvo,Automatic 4-spd,5.0,2.3
2235,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volvo,Automatic 4-spd,5.0,2.4
2236,Subcompact Cars,Regular,Front-Wheel Drive,13.73375,Nissan,Automatic 3-spd,4.0,1.6
2237,Midsize Cars,Regular,Front-Wheel Drive,15.6957142857143,Volvo,Manual 5-spd,5.0,2.4
2238,Midsize Cars,Regular,Rear-Wheel Drive,17.3478947368421,Volvo,Automatic 4-spd,4.0,2.3
2239,Large Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
2240,Large Cars,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.8
2241,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Buick,Automatic 4-spd,8.0,5.7
2242,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,4.6
2243,Large Cars,Premium,Front-Wheel Drive,19.3888235294118,Cadillac,Automatic 4-spd,8.0,4.9
2244,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,5.7
2245,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Cadillac,Automatic 4-spd,8.0,4.6
2246,Large Cars,Regular,Rear-Wheel Drive,17.3478947368421,Chevrolet,Automatic 4-spd,8.0,4.3
2247,Subcompact Cars,Regular,Front-Wheel Drive,11.3658620689655,Nissan,Manual 5-spd,4.0,1.6
2248,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Chevrolet,Automatic 4-spd,8.0,5.7
2249,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 4-spd,6.0,3.3
2250,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Chrysler,Automatic 4-spd,6.0,3.3
2251,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 4-spd,6.0,3.5
2252,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Chrysler,Automatic 4-spd,6.0,3.5
2253,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2254,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2255,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2256,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2257,Large Cars,Regular,Rear-Wheel Drive,21.974,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,5.7
2258,Subcompact Cars,Regular,Front-Wheel Drive,10.987,Nissan,Manual 5-spd,4.0,1.6
2259,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2260,Large Cars,Regular,Rear-Wheel Drive,21.974,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,5.7
2261,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,4.6
2262,Large Cars,Regular,Rear-Wheel Drive,21.974,Dabryan Coach Builders Inc,Automatic 4-spd,8.0,5.7
2263,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 4-spd,6.0,3.3
2264,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Dodge,Automatic 4-spd,6.0,3.3
2265,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Dodge,Automatic 4-spd,6.0,3.5
2266,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Eagle,Automatic 4-spd,6.0,3.3
2267,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Eagle,Automatic 4-spd,6.0,3.3
2268,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Eagle,Automatic 4-spd,6.0,3.5
2269,Subcompact Cars,Regular,Front-Wheel Drive,13.73375,Nissan,Automatic 3-spd,4.0,1.6
2270,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2271,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2272,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2273,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2274,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2275,Large Cars,Regular,Rear-Wheel Drive,21.974,Federal Coach,Automatic 4-spd,8.0,5.7
2276,Large Cars,Regular,Rear-Wheel Drive,20.600625,Federal Coach,Automatic 4-spd,8.0,4.6
2277,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Federal Coach,Automatic 4-spd,8.0,4.6
2278,Large Cars,Regular,Rear-Wheel Drive,20.600625,Federal Coach,Automatic 4-spd,8.0,4.6
2279,Large Cars,Regular,Rear-Wheel Drive,20.600625,Federal Coach,Automatic 4-spd,8.0,4.6
2280,Subcompact Cars,Regular,Front-Wheel Drive,13.73375,Nissan,Automatic 3-spd,4.0,1.6
2281,Large Cars,Regular,Rear-Wheel Drive,20.600625,Federal Coach,Automatic 4-spd,8.0,4.6
2282,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Ford,Automatic 4-spd,8.0,4.6
2283,Large Cars,Regular,Rear-Wheel Drive,19.3888235294118,Ford,Automatic 4-spd,8.0,4.6
2284,Large Cars,Regular,Front-Wheel Drive,18.3116666666667,Lincoln,Automatic 4-spd,8.0,4.6
2285,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Mercury,Automatic 4-spd,8.0,4.6
2286,Large Cars,Regular,Rear-Wheel Drive,18.3116666666667,Lincoln,Automatic 4-spd,8.0,4.6
2287,Large Cars,Premium,Rear-Wheel Drive,18.3116666666667,Mercedes-Benz,Automatic 5-spd,6.0,3.2
2288,Large Cars,Premium,Rear-Wheel Drive,18.3116666666667,Mercedes-Benz,Automatic 5-spd,6.0,3.2
2289,Large Cars,Diesel,Rear-Wheel Drive,18.1992857142857,Mercedes-Benz,Automatic 4-spd,6.0,3.5
2290,Large Cars,Premium,Rear-Wheel Drive,20.600625,Mercedes-Benz,Automatic 4-spd,8.0,4.2
2291,Subcompact Cars,Regular,Front-Wheel Drive,10.987,Nissan,Manual 5-spd,4.0,1.6
2292,Large Cars,Premium,Rear-Wheel Drive,21.974,Mercedes-Benz,Automatic 4-spd,8.0,5.0
2293,Large Cars,Premium,Rear-Wheel Drive,25.3546153846154,Mercedes-Benz,Automatic 4-spd,12.0,6.0
2294,Large Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.8
2295,Large Cars,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.8
2296,Large Cars,Regular,Front-Wheel Drive,16.4805,Pontiac,Automatic 4-spd,6.0,3.8
2297,Large Cars,Premium,Front-Wheel Drive,18.3116666666667,Pontiac,Automatic 4-spd,6.0,3.8
2298,Large Cars,Premium,Rear-Wheel Drive,29.9645454545455,Rolls-Royce,Automatic 4-spd,8.0,6.8
2299,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Saab,Automatic 4-spd,4.0,2.3
2300,Large Cars,Regular,Front-Wheel Drive,18.3116666666667,Saab,Automatic 4-spd,4.0,2.3
2301,Large Cars,Premium,Front-Wheel Drive,15.6957142857143,Saab,Manual 5-spd,4.0,2.3
2302,Subcompact Cars,Regular,Front-Wheel Drive,11.3658620689655,Nissan,Manual 5-spd,4.0,1.6
2303,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Saab,Manual 5-spd,4.0,2.3
2304,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Saab,Manual 5-spd,4.0,2.3
2305,Large Cars,Regular,Front-Wheel Drive,17.3478947368421,Saab,Automatic 4-spd,6.0,3.0
2306,Large Cars,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,6.0,3.0
2307,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,18.3116666666667,Audi,Automatic 4-spd,6.0,2.8
2308,Small Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Audi,Automatic 4-spd,6.0,2.8
2309,Small Station Wagons,Premium,4-Wheel or All-Wheel Drive,18.3116666666667,Audi,Manual 5-spd,5.0,2.2
2310,Small Station Wagons,Premium,Rear-Wheel Drive,17.3478947368421,BMW,Automatic 4-spd,6.0,2.5
2311,Small Station Wagons,Premium,Rear-Wheel Drive,18.3116666666667,BMW,Automatic 5-spd,8.0,3.0
2312,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Ford,Automatic 4-spd,4.0,1.9
2313,Subcompact Cars,Diesel,Front-Wheel Drive,9.554625,Nissan,Manual 4-spd,4.0,1.7
2314,Small Station Wagons,Regular,Front-Wheel Drive,11.3658620689655,Ford,Manual 5-spd,4.0,1.9
2315,Small Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Honda,Automatic 4-spd,4.0,2.2
2316,Small Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Honda,Automatic 4-spd,4.0,2.2
2317,Small Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Honda,Manual 5-spd,4.0,2.2
2318,Small Station Wagons,Regular,Front-Wheel Drive,13.73375,Honda,Manual 5-spd,4.0,2.2
2319,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Mercury,Automatic 4-spd,4.0,1.9
2320,Small Station Wagons,Regular,Front-Wheel Drive,11.3658620689655,Mercury,Manual 5-spd,4.0,1.9
2321,Small Station Wagons,Regular,Front-Wheel Drive,12.2077777777778,Saturn,Automatic 4-spd,4.0,1.9
2322,Small Station Wagons,Regular,Front-Wheel Drive,13.1844,Saturn,Automatic 4-spd,4.0,1.9
2323,Small Station Wagons,Regular,Front-Wheel Drive,11.7717857142857,Saturn,Manual 5-spd,4.0,1.9
2324,Subcompact Cars,Regular,Rear-Wheel Drive,14.9822727272727,Nissan,Manual 5-spd,4.0,1.8
2325,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Saturn,Manual 5-spd,4.0,1.9
2326,Small Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Subaru,Automatic 4-spd,4.0,1.8
2327,Small Station Wagons,Regular,Front-Wheel Drive,13.73375,Subaru,Manual 5-spd,4.0,1.8
2328,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,14.9822727272727,Subaru,Automatic 4-spd,4.0,1.8
2329,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,14.9822727272727,Subaru,Manual 5-spd,4.0,1.8
2330,Small Station Wagons,Regular,4-Wheel or All-Wheel Drive,14.9822727272727,Subaru,Automatic 4-spd,4.0,2.2
2331,Small Station Wagons,Regular,Front-Wheel Drive,12.6773076923077,Toyota,Automatic 4-spd,4.0,1.8
2332,Small Station Wagons,Regular,Front-Wheel Drive,12.2077777777778,Toyota,Manual 5-spd,4.0,1.8
2333,Small Station Wagons,Regular,Rear-Wheel Drive,18.3116666666667,Volvo,Automatic 4-spd,6.0,2.9
2334,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2335,Subcompact Cars,Regular,Front-Wheel Drive,15.6957142857143,Dodge,Automatic 3-spd,4.0,2.2
2336,Subcompact Cars,Regular,Rear-Wheel Drive,14.9822727272727,Nissan,Manual 5-spd,4.0,2.0
2337,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Buick,Automatic 4-spd,6.0,3.1
2338,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Eagle,Automatic 4-spd,4.0,1.8
2339,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Eagle,Manual 5-spd,4.0,1.8
2340,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,18.3116666666667,Eagle,Automatic 4-spd,4.0,2.4
2341,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Eagle,Automatic 4-spd,4.0,2.4
2342,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,16.4805,Eagle,Manual 5-spd,4.0,2.4
2343,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Eagle,Manual 5-spd,4.0,2.4
2344,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Ford,Automatic 4-spd,6.0,3.0
2345,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Ford,Automatic 4-spd,6.0,3.8
2346,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Honda,Automatic 4-spd,4.0,2.2
2347,Subcompact Cars,Regular,Rear-Wheel Drive,18.3116666666667,Nissan,Manual 5-spd,6.0,3.0
2348,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Mercury,Automatic 4-spd,6.0,3.0
2349,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Mercury,Automatic 4-spd,6.0,3.8
2350,Midsize-Large Station Wagons,Premium,Rear-Wheel Drive,18.3116666666667,Mercedes-Benz,Automatic 4-spd,6.0,3.2
2351,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,18.3116666666667,Mitsubishi,Automatic 4-spd,4.0,2.4
2352,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Mitsubishi,Automatic 4-spd,4.0,2.4
2353,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,16.4805,Mitsubishi,Manual 5-spd,4.0,2.4
2354,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Mitsubishi,Manual 5-spd,4.0,2.4
2355,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Mitsubishi,Automatic 4-spd,4.0,2.4
2356,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.9822727272727,Mitsubishi,Manual 5-spd,4.0,2.4
2357,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2358,Subcompact Cars,Regular,Front-Wheel Drive,16.4805,Dodge,Automatic 3-spd,4.0,2.2
2359,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,16.4805,Oldsmobile,Automatic 4-spd,6.0,3.1
2360,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,14.3308695652174,Subaru,Automatic 4-spd,4.0,2.2
2361,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,13.73375,Subaru,Manual 5-spd,4.0,2.2
2362,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,14.9822727272727,Subaru,Automatic 4-spd,4.0,2.2
2363,Midsize-Large Station Wagons,Regular,4-Wheel or All-Wheel Drive,15.6957142857143,Subaru,Manual 5-spd,4.0,2.2
2364,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,4.0,2.2
2365,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,15.6957142857143,Toyota,Automatic 4-spd,6.0,3.0
2366,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,18.3116666666667,Volkswagen,Automatic 4-spd,6.0,2.8
2367,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Volkswagen,Manual 5-spd,6.0,2.8
2368,Midsize-Large Station Wagons,Regular,Front-Wheel Drive,17.3478947368421,Volvo,Automatic 4-spd,5.0,2.3
2369,Subcompact Cars,Regular,Front-Wheel Drive,13.1844,Dodge,Manual 5-spd,4.0,2.2
